============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
IELTS_027_VAR_066        IELTS_027                0.9259
IELTS_027_VAR_067        IELTS_027                0.9148
IELTS_027_VAR_068        IELTS_027                0.9244
IELTS_027_VAR_069        IELTS_027                0.8852
IELTS_027_VAR_070        IELTS_027                0.9142
IELTS_027_VAR_071        IELTS_027                0.8445
IELTS_027_VAR_072        IELTS_027                0.8567
IELTS_027_VAR_073        IELTS_027                0.8547
IELTS_027_VAR_074        IELTS_027                0.8547
IELTS_027_VAR_075        IELTS_027                0.8609
IELTS_027_VAR_076        IELTS_027                0.8636
IELTS_027_VAR_077        IELTS_027                0.8304
IELTS_027_VAR_078        IELTS_027                0.8679
IELTS_027_VAR_079        IELTS_027                0.8458
IELTS_027_VAR_080        IELTS_027                0.8787
IELTS_027_VAR_081        IELTS_027                0.8669
IELTS_027_VAR_082        IELTS_027                0.8471
IELTS_027_VAR_083        IELTS_027                0.8559
IELTS_027_VAR_084        IELTS_027                0.8429
IELTS_027_VAR_085        IELTS_027                0.8651
IELTS_027_VAR_086        IELTS_027                0.8466
IELTS_027_VAR_087        IELTS_027                0.8754
IELTS_027_VAR_088        IELTS_027                0.8665
IELTS_027_VAR_089        IELTS_027                0.8624
IELTS_027_VAR_090        IELTS_027                0.8616
IELTS_027_VAR_091        IELTS_027                0.8364
IELTS_027_VAR_092        IELTS_027                0.8681
IELTS_027_VAR_093        IELTS_027                0.8364
IELTS_027_VAR_094        IELTS_027                0.8314
IELTS_027_VAR_095        IELTS_027                0.8453
IELTS_027_VAR_096        IELTS_027                0.8388
IELTS_027_VAR_097        IELTS_027                0.8881
IELTS_027_VAR_098        IELTS_027                0.8963
IELTS_027_VAR_099        IELTS_027                0.8476
IELTS_027_VAR_100        IELTS_027                0.8906
IELTS_028_VAR_001        IELTS_028                0.9213
IELTS_028_VAR_002        IELTS_028                0.9185
IELTS_028_VAR_003        IELTS_028                0.9226
IELTS_028_VAR_004        IELTS_028                0.9455
IELTS_028_VAR_005        IELTS_028                0.9247
IELTS_028_VAR_006        IELTS_028                0.9241
IELTS_028_VAR_007        IELTS_028                0.9244
IELTS_028_VAR_008        IELTS_028                0.9625
IELTS_028_VAR_009        IELTS_028                0.9447
IELTS_028_VAR_010        IELTS_028                0.9114
IELTS_028_VAR_011        IELTS_028                0.9662
IELTS_028_VAR_012        IELTS_028                0.9625
IELTS_028_VAR_013        IELTS_028                0.9779
IELTS_028_VAR_014        IELTS_028                0.9320
IELTS_028_VAR_015        IELTS_028                0.9383
IELTS_028_VAR_016        IELTS_028                0.9288
IELTS_028_VAR_017        IELTS_028                0.9587
IELTS_028_VAR_018        IELTS_028                0.9329
IELTS_028_VAR_019        IELTS_028                0.9292
IELTS_028_VAR_020        IELTS_028                0.9346
IELTS_028_VAR_021        IELTS_028                0.9458
IELTS_028_VAR_022        IELTS_028                0.9082
IELTS_028_VAR_023        IELTS_028                0.9416
IELTS_028_VAR_024        IELTS_028                0.9694
IELTS_028_VAR_025        IELTS_028                0.9403
IELTS_028_VAR_026        IELTS_028                0.9439
IELTS_028_VAR_027        IELTS_028                0.9372
IELTS_028_VAR_028        IELTS_028                0.9582
IELTS_028_VAR_029        IELTS_028                0.9530
IELTS_028_VAR_030        IELTS_028                0.9347
IELTS_028_VAR_031        IELTS_028                0.9250
IELTS_028_VAR_032        IELTS_028                0.9383
IELTS_028_VAR_033        IELTS_028                0.9318
IELTS_028_VAR_034        IELTS_028                0.9902
IELTS_028_VAR_035        IELTS_028                0.9682
IELTS_028_VAR_036        IELTS_028                0.8905
IELTS_028_VAR_037        IELTS_028                0.9092
IELTS_028_VAR_038        IELTS_028                0.9030
IELTS_028_VAR_039        IELTS_028                0.9021
IELTS_028_VAR_040        IELTS_028                0.9013
IELTS_028_VAR_041        IELTS_028                0.9161
IELTS_028_VAR_042        IELTS_028                0.9193
IELTS_028_VAR_043        IELTS_028                0.8901
IELTS_028_VAR_044        IELTS_028                0.8993
IELTS_028_VAR_045        IELTS_028                0.8900
IELTS_028_VAR_046        IELTS_028                0.9117
IELTS_028_VAR_047        IELTS_028                0.9038
IELTS_028_VAR_048        IELTS_028                0.9120
IELTS_028_VAR_049        IELTS_028                0.8839
IELTS_028_VAR_050        IELTS_028                0.9190
IELTS_028_VAR_051        IELTS_028                0.8934
IELTS_028_VAR_052        IELTS_028                0.8971
IELTS_028_VAR_053        IELTS_028                0.8800
IELTS_028_VAR_054        IELTS_028                0.9096
IELTS_028_VAR_055        IELTS_028                0.8967
IELTS_028_VAR_056        IELTS_028                0.8769
IELTS_028_VAR_057        IELTS_028                0.9034
IELTS_028_VAR_058        IELTS_028                0.9096
IELTS_028_VAR_059        IELTS_028                0.9151
IELTS_028_VAR_060        IELTS_028                0.9190
IELTS_028_VAR_061        IELTS_028                0.9020
IELTS_028_VAR_062        IELTS_028                0.9053
IELTS_028_VAR_063        IELTS_028                0.9099
IELTS_028_VAR_064        IELTS_028                0.8974
IELTS_028_VAR_065        IELTS_028                0.9082
IELTS_028_VAR_066        IELTS_028                0.9185
IELTS_028_VAR_067        IELTS_028                0.9125
IELTS_028_VAR_068        IELTS_028                0.8935
IELTS_028_VAR_069        IELTS_028                0.8821
IELTS_028_VAR_070        IELTS_028                0.8942
IELTS_028_VAR_071        IELTS_028                0.8553
IELTS_028_VAR_072        IELTS_028                0.8544
IELTS_028_VAR_073        IELTS_028                0.8665
IELTS_028_VAR_074        IELTS_028                0.8721
IELTS_028_VAR_075        IELTS_028                0.8669
IELTS_028_VAR_076        IELTS_028                0.8745
IELTS_028_VAR_077        IELTS_028                0.8537
IELTS_028_VAR_078        IELTS_028                0.8799
IELTS_028_VAR_079        IELTS_028                0.8858
IELTS_028_VAR_080        IELTS_028                0.8586
IELTS_028_VAR_081        IELTS_028                0.8601
IELTS_028_VAR_082        IELTS_028                0.8615
IELTS_028_VAR_083        IELTS_028                0.8678
IELTS_028_VAR_084        IELTS_028                0.8902
IELTS_028_VAR_085        IELTS_028                0.8749
IELTS_028_VAR_086        IELTS_028                0.8672
IELTS_028_VAR_087        IELTS_028                0.8583
IELTS_028_VAR_088        IELTS_028                0.8689
IELTS_028_VAR_089        IELTS_028                0.8557
IELTS_028_VAR_090        IELTS_028                0.8704
IELTS_028_VAR_091        IELTS_028                0.8655
IELTS_028_VAR_092        IELTS_028                0.8609
IELTS_028_VAR_093        IELTS_028                0.8685
IELTS_028_VAR_094        IELTS_028                0.8904
IELTS_028_VAR_095        IELTS_028                0.8403
IELTS_028_VAR_096        IELTS_028                0.8926
IELTS_028_VAR_097        IELTS_028                0.8676
IELTS_028_VAR_098        IELTS_028                0.8889
IELTS_028_VAR_099        IELTS_028                0.8698
IELTS_028_VAR_100        IELTS_028                0.8485
IELTS_029_VAR_001        IELTS_029                0.9502
IELTS_029_VAR_002        IELTS_029                0.9683
IELTS_029_VAR_003        IELTS_029                0.9575
IELTS_029_VAR_004        IELTS_029                0.9576
IELTS_029_VAR_005        IELTS_029                0.9776
IELTS_029_VAR_006        IELTS_029                0.9791
IELTS_029_VAR_007        IELTS_029                0.9591
IELTS_029_VAR_008        IELTS_029                0.9683
IELTS_029_VAR_009        IELTS_029                0.9683
IELTS_029_VAR_010        IELTS_029                0.9502
IELTS_029_VAR_011        IELTS_029                0.9807
IELTS_029_VAR_012        IELTS_029                0.9683
IELTS_029_VAR_013        IELTS_029                0.9621
IELTS_029_VAR_014        IELTS_029                0.9729
IELTS_029_VAR_015        IELTS_029                0.9776
IELTS_029_VAR_016        IELTS_029                0.9516
IELTS_029_VAR_017        IELTS_029                0.9776
IELTS_029_VAR_018        IELTS_029                0.9776
IELTS_029_VAR_019        IELTS_029                0.9498
IELTS_029_VAR_020        IELTS_029                0.9452
IELTS_029_VAR_021        IELTS_029                0.9531
IELTS_029_VAR_022        IELTS_029                0.9587
IELTS_029_VAR_023        IELTS_029                0.9571
IELTS_029_VAR_024        IELTS_029                0.9531
IELTS_029_VAR_025        IELTS_029                0.9683
IELTS_029_VAR_026        IELTS_029                0.9542
IELTS_029_VAR_027        IELTS_029                0.9651
IELTS_029_VAR_028        IELTS_029                0.9776
IELTS_029_VAR_029        IELTS_029                0.9698
IELTS_029_VAR_030        IELTS_029                0.9776
IELTS_029_VAR_031        IELTS_029                0.9758
IELTS_029_VAR_032        IELTS_029                0.9591
IELTS_029_VAR_033        IELTS_029                0.9497
IELTS_029_VAR_034        IELTS_029                0.9516
IELTS_029_VAR_035        IELTS_029                0.9502
IELTS_029_VAR_036        IELTS_029                0.9220
IELTS_029_VAR_037        IELTS_029                0.9349
IELTS_029_VAR_038        IELTS_029                0.9006
IELTS_029_VAR_039        IELTS_029                0.9219
IELTS_029_VAR_040        IELTS_029                0.9307
IELTS_029_VAR_041        IELTS_029                0.9248
IELTS_029_VAR_042        IELTS_029                0.9306
IELTS_029_VAR_043        IELTS_029                0.9098
IELTS_029_VAR_044        IELTS_029                0.9453
IELTS_029_VAR_045        IELTS_029                0.8994
IELTS_029_VAR_046        IELTS_029                0.9263
IELTS_029_VAR_047        IELTS_029                0.9392
IELTS_029_VAR_048        IELTS_029                0.8884
IELTS_029_VAR_049        IELTS_029                0.8965
IELTS_029_VAR_050        IELTS_029                0.9319
IELTS_029_VAR_051        IELTS_029                0.9292
IELTS_029_VAR_052        IELTS_029                0.9095
IELTS_029_VAR_053        IELTS_029                0.9393
IELTS_029_VAR_054        IELTS_029                0.9264
IELTS_029_VAR_055        IELTS_029                0.9291
IELTS_029_VAR_056        IELTS_029                0.9363
IELTS_029_VAR_057        IELTS_029                0.9363
IELTS_029_VAR_058        IELTS_029                0.9321
IELTS_029_VAR_059        IELTS_029                0.9155
IELTS_029_VAR_060        IELTS_029                0.8937
IELTS_029_VAR_061        IELTS_029                0.9379
IELTS_029_VAR_062        IELTS_029                0.9393
IELTS_029_VAR_063        IELTS_029                0.9031
IELTS_029_VAR_064        IELTS_029                0.9219
IELTS_029_VAR_065        IELTS_029                0.9292
IELTS_029_VAR_066        IELTS_029                0.9233
IELTS_029_VAR_067        IELTS_029                0.8930
IELTS_029_VAR_068        IELTS_029                0.9453
IELTS_029_VAR_069        IELTS_029                0.9437
IELTS_029_VAR_070        IELTS_029                0.8887
IELTS_029_VAR_071        IELTS_029                0.8589
IELTS_029_VAR_072        IELTS_029                0.8754
IELTS_029_VAR_073        IELTS_029                0.8777
IELTS_029_VAR_074        IELTS_029                0.8748
IELTS_029_VAR_075        IELTS_029                0.8761
IELTS_029_VAR_076        IELTS_029                0.8661
IELTS_029_VAR_077        IELTS_029                0.8667
IELTS_029_VAR_078        IELTS_029                0.8731
IELTS_029_VAR_079        IELTS_029                0.8843
IELTS_029_VAR_080        IELTS_029                0.8682
IELTS_029_VAR_081        IELTS_029                0.8831
IELTS_029_VAR_082        IELTS_029                0.8968
IELTS_029_VAR_083        IELTS_029                0.8737
IELTS_029_VAR_084        IELTS_029                0.8505
IELTS_029_VAR_085        IELTS_029                0.8563
IELTS_029_VAR_086        IELTS_029                0.8731
IELTS_029_VAR_087        IELTS_029                0.8740
IELTS_029_VAR_088        IELTS_029                0.8930
IELTS_029_VAR_089        IELTS_029                0.9021
IELTS_029_VAR_090        IELTS_029                0.8752
IELTS_029_VAR_091        IELTS_029                0.8742
IELTS_029_VAR_092        IELTS_029                0.8865
IELTS_029_VAR_093        IELTS_029                0.8537
IELTS_029_VAR_094        IELTS_029                0.8863
IELTS_029_VAR_095        IELTS_029                0.8733
IELTS_029_VAR_096        IELTS_029                0.8946
IELTS_029_VAR_097        IELTS_029                0.8879
IELTS_029_VAR_098        IELTS_029                0.8763
IELTS_029_VAR_099        IELTS_029                0.8957
IELTS_029_VAR_100        IELTS_029                0.8892
IELTS_030_VAR_001        IELTS_030                0.9690
